,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Brand,Model,Age,new_price_num
5088,Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,Petrol,Automatic,3,10.5,5000.0,503.0,4.0,,50.66,Jaguar,XJ 5.0,9,
5089,Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,,14.0,Mercedes-Benz,New C-Class,8,
5090,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,3,22.0,1582.0,126.2,5.0,15.57 Lakh,5.5,Hyundai,Verna CRDi,7,15.57
5091,Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,1,14.2,1598.0,102.0,5.0,,1.2,Chevrolet,Aveo 1.6,13,
5092,Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,3,20.4,1197.0,81.8,5.0,,5.3,Maruti,Swift VXI,6,
5093,Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,3,23.9,1582.0,126.2,5.0,,6.3,Hyundai,Verna 1.6,5,
5094,Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,Diesel,Automatic,3,17.9,2143.0,168.0,5.0,,40.47,Mercedes-Benz,GLC 220d,3,
5095,Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,3,13.0,2982.0,168.5,7.0,,16.1,Toyota,Fortuner 4x2,7,
5096,Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,Diesel,Automatic,3,12.8,1968.0,167.6,5.0,,25.0,Audi,Q5 2008-2012,6,
5097,BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,2,13.2,1995.0,170.0,5.0,,7.95,BMW,3 Series,12,
5098,Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,3,24.7,796.0,47.3,5.0,,2.65,Maruti,Alto 800,4,
5099,Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,3,20.92,998.0,67.1,5.0,,2.81,Maruti,Alto K10,8,
5100,Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Petrol,Automatic,3,15.64,1798.0,167.62,5.0,,17.5,Audi,A4 1.8,8,
5101,Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,3,16.1,1197.0,85.0,5.0,,3.3,Maruti,Swift VXi,8,
5102,Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,3,22.5,998.0,67.04,5.0,5.12 Lakh,5.34,Maruti,Wagon R,1,5.12
5103,Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,Diesel,Manual,3,21.14,1498.0,103.52,5.0,,8.5,Skoda,Rapid 1.5,4,
5104,Honda Jazz S,Kochi,2010,82606,Petrol,Manual,2,16.0,1198.0,90.0,5.0,,2.69,Honda,Jazz S,10,
5105,Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,,11.5,Mahindra,XUV500 W10,5,
5106,Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,3,18.5,1197.0,85.8,5.0,,4.06,Maruti,Ritz VXi,9,
5107,Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,3,17.9,2143.0,201.15,5.0,79.43 Lakh,49.0,Mercedes-Benz,GLE 250d,4,79.43
5108,Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,3,20.5,1598.0,103.5,5.0,,4.6,Skoda,Rapid 1.6,8,
5109,Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,3,24.0,1120.0,70.0,5.0,,3.96,Hyundai,Grand i10,5,
5110,Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,Petrol,Manual,3,18.6,1197.0,81.86,5.0,,5.6,Hyundai,Elite i20,5,
5111,Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,3,22.95,1248.0,74.0,5.0,7.94 Lakh,3.75,Tata,Zest Quadrajet,3,7.94
5112,Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,3,22.54,1396.0,88.73,5.0,,5.5,Hyundai,i20 Magna,5,
5113,Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Diesel,Manual,2,20.5,1598.0,103.5,5.0,,3.0,Skoda,Rapid 1.6,8,
5114,Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,3,16.0,1368.0,90.0,5.0,,3.0,Fiat,Linea Emotion,9,
5115,Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,3,16.1,1298.0,88.2,5.0,,2.95,Maruti,Swift VXI,10,
5116,Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,Diesel,Manual,3,25.0,1396.0,69.0,5.0,,2.45,Tata,Indica V2,5,
5117,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,Diesel,Automatic,3,14.84,2143.0,170.0,5.0,,13.99,Mercedes-Benz,New C-Class,8,
5118,Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,3,11.57,2987.0,254.79,5.0,95.13 Lakh,60.75,Mercedes-Benz,GLE 350d,4,95.13
5119,Hyundai Santro Xing XP,Kolkata,2008,45500,Petrol,Manual,2,,1086.0,,5.0,,1.17,Hyundai,Santro Xing,12,
5120,Honda City V MT AVN,Chennai,2012,41000,Petrol,Manual,2,16.8,1497.0,116.3,5.0,,4.5,Honda,City V,8,
5121,Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,2,18.5,1197.0,80.0,5.0,,2.5,Hyundai,i20 Magna,10,
5122,Toyota Fortuner 4x2 Manual,Chennai,2015,99000,Diesel,Manual,3,13.0,2982.0,168.5,7.0,,20.5,Toyota,Fortuner 4x2,5,
5123,Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,3,18.9,1197.0,82.0,5.0,,3.9,Hyundai,Grand i10,6,
5124,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Diesel,Manual,2,15.0,1896.0,105.0,5.0,,3.5,Volkswagen,Jetta 2007-2011,11,
5125,Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,Petrol,Automatic,3,15.63,1499.0,110.4,5.0,,8.3,Ford,EcoSport 1.5,4,
5126,Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,3,21.1,814.0,55.2,5.0,,2.5,Hyundai,EON Magna,8,
5127,Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,3,19.15,1198.0,75.94,5.0,8.73 Lakh,2.65,Nissan,Micra XV,9,8.73
5128,Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,Petrol,Automatic,3,19.0,1199.0,88.7,5.0,,7.42,Honda,Jazz 1.2,4,
5129,Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,3,16.47,1198.0,74.0,5.0,,4.63,Volkswagen,Polo 1.2,4,
5130,Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,3,19.7,796.0,46.3,5.0,,1.09,Maruti,Alto LXi,12,
5131,Hyundai Verna 1.6 SX,Delhi,2011,67000,Diesel,Manual,3,22.32,1582.0,126.32,5.0,,3.8,Hyundai,Verna 1.6,9,
5132,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,Diesel,Automatic,3,10.0,2148.0,170.0,5.0,,15.75,Mercedes-Benz,E-Class 2009-2013,7,
5133,Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,3,17.57,1193.0,88.7,5.0,8.69 Lakh,5.27,Tata,Zest Revotron,5,8.69
5134,Honda Brio S Option MT,Mumbai,2012,39566,Petrol,Manual,2,18.4,1198.0,86.8,5.0,,2.75,Honda,Brio S,8,
5135,Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,3,27.3,1498.0,98.6,5.0,10.81 Lakh,7.4,Honda,Jazz VX,4,10.81
5136,Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,3,24.07,998.0,67.1,5.0,,3.9,Maruti,Alto K10,3,
5137,Maruti Zen VXi - BS III,Jaipur,2000,90000,Petrol,Manual,2,17.3,993.0,60.0,5.0,,0.7,Maruti,Zen VXi,20,
5138,Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,3,22.54,1396.0,88.73,5.0,,5.9,Hyundai,i20 Sportz,5,
5139,Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,Diesel,Manual,3,22.7,1598.0,118.0,5.0,,9.58,Maruti,SX4 S,4,
5140,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,Diesel,Automatic,3,14.21,2143.0,203.0,5.0,,24.95,Mercedes-Benz,E-Class 2009-2013,6,
5141,Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,Petrol,Manual,3,13.7,1399.0,98.82,7.0,,4.29,Chevrolet,Enjoy Petrol,5,
5142,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Diesel,Automatic,2,14.21,2143.0,203.0,5.0,,11.5,Mercedes-Benz,E-Class 2009-2013,9,
5143,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,3,16.0,2179.0,140.0,7.0,,9.65,Mahindra,XUV500 W4,4,
5144,Hyundai i10 Sportz,Mumbai,2015,20000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,3.75,Hyundai,i10 Sportz,5,
5145,Hyundai Getz 1.3 GLS,Pune,2007,143000,Petrol,Manual,2,14.2,1341.0,82.9,5.0,,1.1,Hyundai,Getz 1.3,13,
5146,Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,Diesel,Automatic,3,12.07,2967.0,241.4,7.0,,31.41,Audi,Q7 3.0,6,
5147,Mahindra Scorpio SLE BSIV,Pune,2012,99000,Diesel,Manual,1,12.05,2179.0,120.0,8.0,,6.0,Mahindra,Scorpio SLE,8,
5148,Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,Petrol,Manual,3,18.7,1199.0,88.7,5.0,,5.55,Honda,Jazz 1.2,4,
5149,Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,Diesel,Manual,3,14.0,2179.0,138.1,7.0,,10.91,Tata,Safari Storme,3,
5150,Mahindra XUV500 W6 2WD,Kolkata,2014,62000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,7.25,Mahindra,XUV500 W6,6,
5151,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,Diesel,Manual,3,22.07,1199.0,73.9,5.0,,3.9,Volkswagen,Polo Diesel,8,
5152,Maruti Swift Dzire ZDi,Delhi,2012,71082,Diesel,Manual,3,19.3,1248.0,73.9,5.0,,3.95,Maruti,Swift Dzire,8,
5153,Audi Q3 2.0 TDI,Mumbai,2013,60000,Diesel,Automatic,3,15.73,1968.0,174.33,5.0,,22.0,Audi,Q3 2.0,7,
5154,Maruti Celerio ZXI,Delhi,2014,21701,Petrol,Manual,3,23.1,998.0,67.04,5.0,,3.38,Maruti,Celerio ZXI,6,
5155,Honda City V MT Exclusive,Mumbai,2011,56000,Petrol,Manual,3,16.8,1497.0,116.3,5.0,,3.45,Honda,City V,9,
5156,Hyundai i20 1.2 Spotz,Delhi,2016,32450,Petrol,Manual,3,18.6,1197.0,81.83,5.0,,5.75,Hyundai,i20 1.2,4,
5157,Renault KWID RXT,Jaipur,2016,12500,Petrol,Manual,3,25.17,799.0,53.3,5.0,,2.75,Renault,KWID RXT,4,
5158,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,,30.3,Mercedes-Benz,CLA 200,1,
5159,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,Diesel,Manual,3,22.7,1498.0,89.84,5.0,,7.5,Ford,Ecosport 1.5,6,
5160,Hyundai i20 Asta 1.2,Coimbatore,2015,35441,Petrol,Manual,3,18.6,1197.0,81.83,5.0,,6.87,Hyundai,i20 Asta,5,
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,Diesel,Manual,3,12.99,2494.0,100.6,7.0,,15.2,Toyota,Innova 2.5,5,
5162,Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,Diesel,Manual,3,21.64,1461.0,84.8,5.0,,3.5,Nissan,Sunny 2011-2014,8,
5163,Maruti Swift VDI BSIV,Hyderabad,2014,89000,Diesel,Manual,3,25.2,1248.0,74.0,5.0,,5.85,Maruti,Swift VDI,6,
5164,Maruti A-Star Vxi,Hyderabad,2010,68375,Petrol,Manual,3,19.0,998.0,66.1,5.0,,2.5,Maruti,A-Star Vxi,10,
5165,Maruti Swift ZXI,Pune,2013,52000,Petrol,Manual,3,18.6,1197.0,85.8,5.0,,3.95,Maruti,Swift ZXI,7,
5166,Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,Diesel,Automatic,3,17.9,2143.0,136.0,5.0,42.4 Lakh,27.0,Mercedes-Benz,CLA 200,3,42.4
5167,Maruti Ertiga ZXI,Bangalore,2014,68000,Petrol,Manual,2,16.02,1373.0,93.7,7.0,,6.75,Maruti,Ertiga ZXI,6,
5168,Maruti Wagon R LXI,Jaipur,2007,71000,Petrol,Manual,2,18.9,998.0,67.1,5.0,,1.5,Maruti,Wagon R,13,
5169,Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,Diesel,Manual,3,22.07,1199.0,73.9,5.0,,3.9,Volkswagen,Polo Diesel,8,
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,Diesel,Manual,3,22.7,1498.0,89.84,5.0,,6.55,Ford,Ecosport 1.5,6,
5171,Honda City i DTEC VX,Kochi,2017,65850,Diesel,Manual,3,25.1,1498.0,98.6,5.0,,9.44,Honda,City i,3,
5172,Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,Petrol,Manual,3,14.28,1798.0,138.03,5.0,23.37 Lakh,10.77,Toyota,Corolla Altis,5,23.37
5173,Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,7.5,Mahindra,XUV500 W8,6,
5174,Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,Petrol,Manual,3,24.7,796.0,47.3,5.0,,3.0,Maruti,Alto 800,4,
5175,BMW 5 Series 530d M Sport,Chennai,2010,58000,Diesel,Automatic,3,18.59,2993.0,265.0,5.0,79.78 Lakh,11.75,BMW,5 Series,10,79.78
5176,Hyundai EON D Lite Plus,Kochi,2016,29832,Petrol,Manual,3,21.1,814.0,55.2,5.0,,3.29,Hyundai,EON D,4,
5177,Maruti Swift Dzire VDI,Chennai,2016,71156,Diesel,Manual,3,26.59,1248.0,74.0,5.0,,6.5,Maruti,Swift Dzire,4,
5178,Maruti Celerio CNG VXI MT,Delhi,2015,64687,CNG,Manual,3,25.11,998.0,58.33,5.0,5.87 Lakh,3.8,Maruti,Celerio CNG,5,5.87
5179,Audi A4 2.0 TDI,Hyderabad,2011,54000,Diesel,Automatic,3,16.55,1968.0,147.51,5.0,,18.0,Audi,A4 2.0,9,
5180,Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Petrol,Automatic,2,13.7,1798.0,157.75,5.0,,4.95,Skoda,Superb Elegance,11,
5181,Tata Zest Revotron 1.2T XM,Kochi,2015,39208,Petrol,Manual,3,17.57,1193.0,88.7,5.0,7.63 Lakh,4.52,Tata,Zest Revotron,5,7.63
5182,Force One LX ABS 7 Seating,Kolkata,2014,41000,Diesel,Manual,3,17.0,2149.0,139.07,7.0,,8.0,Force,One LX,6,
5183,Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,3,17.4,1497.0,117.3,5.0,12.68 Lakh,6.26,Honda,City i-VTEC,7,12.68
5184,Nissan Sunny 2011-2014 XV,Chennai,2016,18000,Petrol,Manual,3,16.95,1498.0,97.7,5.0,,7.5,Nissan,Sunny 2011-2014,4,
5185,Maruti Swift 1.3 LXI,Delhi,2012,52000,Petrol,Manual,3,16.1,,,,,3.65,Maruti,Swift 1.3,8,
5186,Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,Petrol,Automatic,3,14.4,1598.0,103.6,5.0,,3.35,Volkswagen,Vento Petrol,9,
5187,Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,Petrol,Automatic,3,15.74,1591.0,121.3,5.0,,5.5,Hyundai,Verna 1.6,6,
5188,Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,Diesel,Automatic,3,22.0,1582.0,126.2,5.0,16.6 Lakh,5.25,Hyundai,Verna CRDi,8,16.6
5189,Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,Diesel,Automatic,3,16.55,1968.0,140.0,5.0,,16.25,Audi,A4 2.0,8,
5190,Maruti SX4 Vxi BSIV,Delhi,2009,92000,Petrol,Manual,3,15.5,1586.0,103.3,5.0,,2.7,Maruti,SX4 Vxi,11,
5191,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,Diesel,Automatic,3,12.62,2198.0,158.0,7.0,,32.9,Ford,Endeavour 2.2,1,
5192,Maruti Swift LXI BSIV,Coimbatore,2008,50121,Petrol,Manual,3,20.4,1197.0,83.11,5.0,,3.41,Maruti,Swift LXI,12,
5193,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,Diesel,Manual,3,24.0,1120.0,70.0,5.0,,4.15,Hyundai,Grand i10,6,
5194,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Diesel,Manual,2,20.14,1498.0,88.8,5.0,,5.9,Volkswagen,Polo 1.5,6,
5195,Mercedes-Benz E-Class 230,Pune,2012,100000,Petrol,Automatic,3,10.0,2496.0,157.7,5.0,,11.5,Mercedes-Benz,E-Class 230,8,
5196,Hyundai i20 Asta 1.2,Kolkata,2015,41000,Petrol,Manual,3,18.6,1197.0,81.83,5.0,,4.75,Hyundai,i20 Asta,5,
5197,Maruti Alto K10 VXI AGS,Chennai,2015,25000,Petrol,Automatic,3,24.07,998.0,67.1,5.0,,3.5,Maruti,Alto K10,5,
5198,Maruti Ertiga VDI,Pune,2014,71899,Diesel,Manual,3,20.77,1248.0,88.76,7.0,,7.25,Maruti,Ertiga VDI,6,
5199,Maruti Celerio VXI AT,Mumbai,2016,7100,Petrol,Automatic,3,23.1,998.0,67.04,5.0,,4.35,Maruti,Celerio VXI,4,
5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Petrol,Automatic,2,22.5,999.0,67.0,5.0,5.72 Lakh,4.99,Renault,KWID Climber,2,5.72
5201,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,Diesel,Manual,3,12.05,2179.0,120.0,8.0,,7.65,Mahindra,Scorpio SLE,7,
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,Diesel,Manual,3,12.8,2494.0,102.0,7.0,,9.0,Toyota,Innova 2.5,9,
5203,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,Diesel,Manual,3,22.07,1199.0,73.9,5.0,,6.9,Volkswagen,Polo Diesel,3,
5204,Ford Figo Diesel ZXI,Chennai,2011,56500,Diesel,Manual,3,20.0,1399.0,68.0,5.0,,2.9,Ford,Figo Diesel,9,
5205,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,Diesel,Manual,3,20.45,1461.0,83.8,5.0,,5.75,Nissan,Terrano XL,6,
5206,Force One LX 4x4,Kolkata,2014,41000,Diesel,Manual,3,17.0,2200.0,139.01,7.0,,8.0,Force,One LX,6,
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,Petrol,Automatic,3,22.5,999.0,67.0,5.0,4.93 Lakh,4.41,Renault,KWID 1.0,3,4.93
5208,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,Diesel,Manual,3,21.14,1498.0,103.52,5.0,,4.95,Skoda,Rapid 1.5,7,
5209,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,Diesel,Automatic,3,16.0,2179.0,140.0,7.0,,14.4,Mahindra,XUV500 AT,4,
5210,Ford Figo Diesel Titanium,Chennai,2012,82000,Diesel,Manual,3,20.0,1399.0,68.05,5.0,,2.95,Ford,Figo Diesel,8,
5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,Diesel,Manual,3,15.96,2523.0,62.1,7.0,11.28 Lakh,8.14,Mahindra,Bolero ZLX,3,11.28
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,Diesel,Manual,3,20.64,1498.0,108.5,5.0,14.2 Lakh,8.45,Volkswagen,Vento 1.5,4,14.2
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,Diesel,Manual,3,12.99,2494.0,100.0,8.0,,12.5,Toyota,Innova 2.5,5,
5214,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,Diesel,Manual,3,15.1,2179.0,140.0,7.0,,6.5,Mahindra,XUV500 W8,8,
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Petrol,Manual,2,15.8,1499.0,110.0,5.0,,7.72,Ford,Ecosport 1.5,5,
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,Diesel,Automatic,3,16.96,1968.0,138.1,5.0,,8.0,Volkswagen,Jetta 2012-2014,9,
5217,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Diesel,Manual,2,13.93,2179.0,138.0,7.0,,3.0,Tata,New Safari,11,
5218,BMW 3 Series 330d Convertible,Mumbai,2013,49000,Diesel,Automatic,3,8.2,2993.0,245.0,4.0,,29.0,BMW,3 Series,7,
5219,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,Petrol,Manual,3,16.47,1198.0,74.0,5.0,,4.11,Volkswagen,Polo 1.2,6,
5220,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,Petrol,Manual,3,18.5,1197.0,82.9,5.0,,5.37,Hyundai,i20 Magna,5,
5221,Maruti Ertiga ZDI,Mumbai,2013,75000,Diesel,Manual,3,20.77,1248.0,88.8,7.0,,6.55,Maruti,Ertiga ZDI,7,
5222,Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,3,17.4,1497.0,117.3,5.0,,7.0,Honda,City i,5,
5223,Honda City 1.5 S MT,Mumbai,2014,57000,Petrol,Manual,3,17.0,1497.0,118.0,5.0,,5.48,Honda,City 1.5,6,
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,Diesel,Automatic,3,16.96,1968.0,138.03,5.0,,6.51,Volkswagen,Jetta 2013-2015,7,
5225,Honda Amaze VX i-DTEC,Pune,2016,138000,Diesel,Manual,3,25.8,1498.0,98.6,5.0,,5.15,Honda,Amaze VX,4,
5226,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Diesel,Manual,2,15.1,2179.0,140.0,7.0,,9.0,Mahindra,XUV500 W8,7,
5227,Toyota Corolla Altis VL,Mumbai,2008,110000,Petrol,Automatic,2,14.53,1798.0,138.1,5.0,,2.75,Toyota,Corolla Altis,12,
5228,Hyundai Santro Xing XL eRLX Euro III,Pune,2005,126000,Petrol,Manual,2,17.0,1086.0,,5.0,,1.2,Hyundai,Santro Xing,15,
5229,BMW 3 Series 320d,Bangalore,2012,73000,Diesel,Automatic,3,22.69,1995.0,190.0,5.0,48.79 Lakh,12.5,BMW,3 Series,8,48.79
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,Diesel,Manual,3,23.0,1498.0,98.96,5.0,10.42 Lakh,7.69,Ford,EcoSport 1.5,3,10.42
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,Petrol,Manual,3,18.5,1197.0,82.85,5.0,,4.57,Hyundai,i20 Asta,7,
5232,Honda City 1.5 S AT,Mumbai,2013,51000,Petrol,Automatic,3,16.8,1497.0,118.0,5.0,,4.5,Honda,City 1.5,7,
5233,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,Diesel,Manual,3,23.2,1248.0,73.94,5.0,,4.9,Maruti,Ritz VDI,5,
5234,Hyundai i10 Era 1.1,Kolkata,2008,55410,Petrol,Manual,3,19.81,1086.0,68.05,5.0,,1.65,Hyundai,i10 Era,12,
5235,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,Petrol,Manual,3,18.2,1199.0,82.4,5.0,,3.25,Chevrolet,Sail 1.2,5,
5236,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,Diesel,Manual,3,22.32,1582.0,126.32,5.0,,6.25,Hyundai,Verna 1.6,8,
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,Petrol,Manual,3,15.8,1591.0,121.3,5.0,16.06 Lakh,12.13,Hyundai,Creta 1.6,2,16.06
5238,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,Petrol,Manual,3,18.2,1199.0,82.4,5.0,,3.25,Chevrolet,Sail 1.2,7,
5239,Audi Q5 2.0 TDI,Hyderabad,2013,72000,Diesel,Automatic,3,14.16,1968.0,174.3,5.0,,29.0,Audi,Q5 2.0,7,
5240,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,Petrol,Manual,3,17.0,1497.0,118.0,5.0,,5.53,Honda,City 1.5,7,
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,Petrol,Manual,3,17.0,1497.0,121.36,5.0,11.27 Lakh,8.75,Ford,EcoSport 1.5,3,11.27
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Diesel,Automatic,2,12.07,2967.0,241.4,7.0,,37.9,Audi,Q7 3.0,6,
5243,Hyundai i10 Magna 1.2,Delhi,2010,62000,Petrol,Manual,3,20.36,1197.0,78.9,5.0,,2.4,Hyundai,i10 Magna,10,
5244,Hyundai i20 1.2 Asta,Chennai,2014,41681,Petrol,Manual,3,17.0,1197.0,80.0,5.0,,4.55,Hyundai,i20 1.2,6,
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,2,17.5,1197.0,85.8,5.0,,2.65,Maruti,Swift Dzire,9,
5246,Tata Indica V2 eLX,Pune,2017,49000,Diesel,Manual,2,25.0,1396.0,69.0,5.0,,1.6,Tata,Indica V2,3,
5247,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Diesel,Automatic,2,16.2,2993.0,235.0,5.0,,25.72,BMW,5 Series,8,
5248,Maruti Swift VDI,Ahmedabad,2013,60000,Diesel,Manual,3,22.9,1248.0,74.0,5.0,,4.15,Maruti,Swift VDI,7,
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,Petrol,Manual,3,19.0,1194.0,94.68,5.0,8.44 Lakh,7.23,Ford,Freestyle Titanium,2,8.44
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Petrol,Manual,2,13.9,1599.0,103.2,5.0,,2.6,Hyundai,Verna XXi,12,
5251,BMW 3 Series 320d Highline,Mumbai,2008,66000,Diesel,Automatic,2,16.07,1995.0,181.0,5.0,,7.25,BMW,3 Series,12,
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,Diesel,Manual,3,12.8,2494.0,102.0,8.0,,14.29,Toyota,Innova 2.5,3,
